"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"310M700US33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","2382154","10095","5.3","0.3","3.7","0.2","6.3","0.3","6.6","0.3","10.0","0.4","15.3","0.4","12.6","0.4","17.2","0.5","8.9","0.4","14.2","0.4","80625","777","117295","1514","40.9","(X)","(X)","(X)","(X)","(X)","1564868","13084","3.1","0.3","1.9","0.2","4.4","0.3","5.5","0.3","9.4","0.6","15.7","0.5","13.4","0.6","19.3","0.6","10.3","0.4","17.0","0.6","92591","1651","133195","2054","(X)","(X)","44.0","(X)","(X)","(X)","1042674","12848","1.7","0.2","1.3","0.2","3.1","0.4","3.7","0.3","6.8","0.6","13.5","0.6","13.0","0.7","21.4","0.8","12.5","0.6","23.0","0.7","113332","2245","159850","2780","(X)","(X)","(X)","(X)","(X)","(X)","817286","13403","10.5","0.7","7.5","0.6","10.5","0.7","9.4","0.6","12.2","0.6","15.6","0.8","10.9","0.6","11.3","0.7","4.8","0.5","7.4","0.6","49978","1223","79066","2332","(X)","(X)","(X)","(X)","32.4","(X)",
"310M700US33140","Michigan City-La Porte, IN Metro Area","43030","1774","7.1","2.5","4.5","2.1","5.4","1.7","6.8","2.3","12.4","2.5","20.0","3.1","12.8","2.5","15.4","3.0","10.6","2.5","5.0","1.5","66849","5091","84712","4834","29.1","(X)","(X)","(X)","(X)","(X)","25822","1984","4.4","2.3","3.7","2.8","0.9","0.8","4.4","2.4","10.0","3.4","21.1","3.6","14.9","4.0","19.4","4.3","14.3","3.7","6.9","2.4","84638","7967","101699","7549","(X)","(X)","33.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105260","14288","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17208","1863","11.3","4.6","6.4","3.4","11.5","3.6","10.7","4.3","17.5","5.0","19.2","5.7","10.7","4.1","9.8","3.5","1.4","1.1","1.5","1.2","44708","6187","54279","5182","(X)","(X)","(X)","(X)","21.8","(X)",
"310M700US33220","Midland, MI Metro Area","35687","695","3.9","1.6","3.1","1.2","9.4","2.5","5.6","1.6","10.9","2.3","15.0","2.7","13.9","2.3","18.1","2.9","9.8","2.6","10.4","2.2","78046","4450","111806","15620","22.5","(X)","(X)","(X)","(X)","(X)","23452","1325","1.7","1.0","1.0","0.8","4.6","2.3","2.2","1.2","8.8","2.9","13.9","3.1","16.5","3.3","22.7","4.0","14.8","3.8","13.9","3.0","101649","7963","140980","23119","(X)","(X)","23.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","109951","9525","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12235","1271","8.8","4.2","7.1","2.8","19.1","5.4","12.7","4.5","15.4","4.3","15.4","4.5","9.3","3.4","8.2","4.3","0.6","0.7","3.5","3.1","39024","8225","54342","9574","(X)","(X)","(X)","(X)","20.5","(X)",
"310M700US33260","Midland, TX Metro Area","71910","1950","3.4","1.3","2.5","1.4","4.9","1.7","4.0","1.6","10.3","2.5","17.7","3.6","10.7","2.3","20.6","3.7","8.7","2.3","17.1","3.1","89627","12387","124644","9540","38.7","(X)","(X)","(X)","(X)","(X)","52476","2808","1.5","0.9","2.0","1.8","5.2","2.3","3.9","2.1","9.7","3.2","14.7","3.8","9.9","2.8","23.7","4.8","8.9","2.1","20.4","4.2","103979","7397","138082","12801","(X)","(X)","42.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","120876","10893","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19434","2299","8.6","4.2","4.6","3.0","6.9","3.8","5.0","2.5","11.8","4.5","25.1","7.4","13.5","5.1","13.7","5.5","5.1","4.8","5.5","2.8","62007","8709","79058","10502","(X)","(X)","(X)","(X)","26.8","(X)",
"310M700US33340","Milwaukee-Waukesha, WI Metro Area","663225","4145","5.2","0.6","3.3","0.4","6.1","0.6","6.1","0.4","11.0","0.7","16.5","0.8","13.1","0.8","18.1","0.7","9.2","0.5","11.3","0.5","77919","2186","105556","1744","33.7","(X)","(X)","(X)","(X)","(X)","384061","6294","2.8","0.6","1.5","0.4","4.0","0.5","4.3","0.7","8.1","0.8","13.9","1.0","13.9","1.0","22.1","1.0","12.9","0.7","16.4","0.8","102765","2320","131144","2536","(X)","(X)","34.9","(X)","(X)","(X)","272353","6051","1.2","0.3","0.8","0.3","2.0","0.5","1.5","0.4","5.1","0.7","11.0","0.8","14.1","1.1","25.9","1.3","16.6","1.0","21.8","1.3","125299","2483","156417","3444","(X)","(X)","(X)","(X)","(X)","(X)","279164","6026","8.9","1.1","6.1","0.8","9.7","1.1","9.7","0.9","15.3","1.2","20.3","1.3","11.5","1.2","11.3","1.1","3.5","0.6","3.7","0.6","50224","1409","66256","2163","(X)","(X)","(X)","(X)","31.0","(X)",
"310M700US33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","1508526","5866","4.0","0.3","2.1","0.2","4.1","0.3","4.6","0.3","8.2","0.4","15.0","0.5","12.7","0.5","20.3","0.6","11.7","0.4","17.2","0.4","97928","1589","128163","1597","30.4","(X)","(X)","(X)","(X)","(X)","930028","10021","2.1","0.4","0.9","0.2","2.0","0.2","2.6","0.3","5.7","0.5","12.0","0.6","12.6","0.6","22.7","0.7","15.3","0.6","24.2","0.7","124286","1579","157311","2409","(X)","(X)","31.4","(X)","(X)","(X)","720992","11321","1.0","0.2","0.3","0.1","1.2","0.2","1.4","0.2","4.1","0.4","9.4","0.6","11.7","0.6","23.5","0.7","17.7","0.7","29.6","0.7","143868","2230","177241","2787","(X)","(X)","(X)","(X)","(X)","(X)","578498","9546","7.8","0.7","4.3","0.5","7.9","0.6","8.3","0.7","13.0","0.8","20.6","1.1","13.0","0.8","15.5","1.0","5.3","0.4","4.4","0.4","59381","1557","76431","1819","(X)","(X)","(X)","(X)","27.6","(X)",
"310M700US33500","Minot, ND Metro Area","33181","1216","2.7","1.8","3.6","1.9","6.2","2.0","5.4","1.9","18.1","3.7","16.5","3.4","13.9","2.9","17.3","4.3","6.3","1.9","10.0","3.0","70782","9377","96511","8788","39.5","(X)","(X)","(X)","(X)","(X)","19988","1611","1.8","1.5","3.3","2.9","2.8","2.2","5.5","2.9","10.5","5.1","14.8","4.0","16.3","3.8","20.4","5.3","10.0","3.1","14.6","4.8","90919","7945","116742","12656","(X)","(X)","43.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","118131","17446","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13193","1676","4.3","3.4","4.2","2.3","11.4","4.3","6.8","3.0","29.7","6.7","17.7","6.0","10.0","3.9","12.9","7.0","0.7","0.9","2.3","1.8","47742","2812","64216","9159","(X)","(X)","(X)","(X)","32.7","(X)",
"310M700US33540","Missoula, MT Metro Area","56562","1442","2.9","1.3","3.0","1.2","7.4","2.0","6.0","1.5","11.3","2.3","19.3","2.6","13.1","2.6","20.4","2.8","7.4","1.7","9.3","1.8","75290","6310","101175","6085","28.5","(X)","(X)","(X)","(X)","(X)","31483","1990","2.8","1.8","0.6","0.6","2.7","1.6","3.0","1.4","6.6","2.3","16.6","3.8","15.3","3.9","27.6","4.6","9.8","2.6","15.0","3.5","103575","7507","130452","10173","(X)","(X)","29.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","113143","7734","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25079","1834","3.3","1.8","6.0","2.5","13.7","4.1","10.6","3.0","17.4","3.9","23.9","5.0","10.4","3.7","10.4","3.8","2.4","1.5","1.9","1.1","49167","5553","60321","4753","(X)","(X)","(X)","(X)","26.5","(X)",
"310M700US33660","Mobile, AL Metro Area","161526","3231","6.6","1.1","5.2","1.1","9.9","1.6","8.9","1.3","11.8","1.5","16.4","1.6","13.0","1.6","14.6","1.7","7.2","1.2","6.4","0.9","60379","3275","82284","3808","41.9","(X)","(X)","(X)","(X)","(X)","101614","3606","4.4","1.1","1.7","0.8","6.2","1.8","6.1","1.5","10.0","1.8","18.9","1.9","15.1","2.1","19.6","2.6","9.3","1.5","8.8","1.2","78989","3635","100628","5114","(X)","(X)","45.7","(X)","(X)","(X)","65619","3862","1.3","0.8","0.3","0.3","3.4","1.5","5.3","1.9","6.8","1.8","16.5","2.2","16.9","2.9","23.0","3.2","13.5","2.3","13.2","1.8","98631","7370","N","N","(X)","(X)","(X)","(X)","(X)","(X)","59912","3323","10.9","2.3","11.1","2.7","16.7","3.1","13.7","2.8","14.7","2.7","13.3","2.2","8.6","1.9","5.9","1.4","2.9","1.4","2.3","1.3","32730","2753","49382","4490","(X)","(X)","(X)","(X)","33.5","(X)",
"310M700US33700","Modesto, CA Metro Area","181365","1181","5.1","1.0","3.0","0.9","6.1","1.1","5.0","1.0","10.6","1.5","17.3","1.7","12.7","1.5","18.5","1.6","10.3","1.3","11.3","1.5","78673","4378","103474","3988","42.9","(X)","(X)","(X)","(X)","(X)","133366","3615","3.9","1.1","2.3","0.9","4.1","1.2","4.4","1.2","9.8","1.7","16.9","2.1","12.9","1.7","20.6","2.0","11.8","1.6","13.2","1.8","89668","6016","113480","4620","(X)","(X)","42.4","(X)","(X)","(X)","89102","4364","2.1","1.0","0.6","0.3","3.6","1.2","2.3","0.8","6.3","1.6","16.3","2.6","13.2","1.9","24.0","2.5","14.5","2.2","17.2","2.3","111005","4976","133085","6046","(X)","(X)","(X)","(X)","(X)","(X)","47999","3557","11.1","2.8","5.8","2.5","12.4","2.9","7.5","2.2","15.6","3.3","17.9","3.1","11.2","2.7","10.3","2.5","3.6","1.6","4.6","1.7","46306","3975","65504","5573","(X)","(X)","(X)","(X)","39.6","(X)",
"310M700US33740","Monroe, LA Metro Area","87264","2208","8.3","1.8","5.6","1.4","9.5","1.7","8.7","1.8","12.6","2.1","17.0","2.8","9.9","1.7","15.1","2.2","6.3","1.6","7.0","1.8","56468","4674","81150","5505","35.0","(X)","(X)","(X)","(X)","(X)","57020","2582","5.7","2.1","1.4","0.9","9.3","2.4","7.0","2.4","11.1","2.3","16.9","3.7","11.5","2.2","18.5","3.0","8.9","2.4","9.8","2.4","73422","6538","96784","6703","(X)","(X)","36.7","(X)","(X)","(X)","37018","2977","1.1","0.9","0.5","0.6","4.0","2.1","3.1","1.3","8.3","2.8","18.2","4.2","13.9","3.0","24.7","4.2","13.0","3.7","13.3","2.9","102500","10702","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30244","2542","14.5","3.4","13.8","3.7","12.0","3.2","10.6","2.6","16.1","4.1","18.0","4.3","4.3","1.9","7.6","3.5","1.3","1.1","1.8","1.4","32409","6623","47907","7006","(X)","(X)","(X)","(X)","31.7","(X)",
"310M700US33780","Monroe, MI Metro Area","63369","1397","3.7","1.0","3.1","1.0","6.1","1.5","7.1","1.9","10.6","1.8","18.5","2.8","15.8","2.4","18.5","2.5","9.7","1.8","7.0","1.6","75766","2632","96278","5866","33.5","(X)","(X)","(X)","(X)","(X)","41383","2199","3.3","1.4","1.6","1.1","2.3","1.1","4.4","1.6","8.4","2.2","17.6","3.6","18.1","3.0","21.6","3.5","13.0","2.8","9.7","2.3","90267","6174","115188","8865","(X)","(X)","34.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100543","6153","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21986","1942","6.1","2.4","5.5","2.0","12.4","3.1","12.6","4.4","15.3","4.0","20.0","4.3","11.2","3.5","12.4","3.3","3.3","1.7","1.3","1.0","47217","5598","58719","5225","(X)","(X)","(X)","(X)","29.8","(X)",
"310M700US33860","Montgomery, AL Metro Area","156295","2431","6.4","1.4","4.1","0.9","9.5","1.3","6.8","1.2","11.7","1.9","16.4","2.0","14.0","2.1","14.3","1.5","7.3","1.2","9.6","1.2","66706","4823","96225","6139","39.1","(X)","(X)","(X)","(X)","(X)","99787","3882","3.0","1.2","1.8","0.7","8.7","1.7","6.0","1.6","10.6","2.2","13.8","2.2","14.1","2.3","18.5","2.2","10.5","1.6","13.2","1.7","84174","3869","116093","7979","(X)","(X)","41.1","(X)","(X)","(X)","64809","3715","0.7","0.5","0.8","0.4","3.4","1.2","3.7","1.4","5.6","1.4","12.6","2.3","15.9","2.9","23.5","2.7","14.7","2.4","19.0","2.3","113265","7364","147794","10588","(X)","(X)","(X)","(X)","(X)","(X)","56508","4091","13.4","3.2","8.9","2.4","12.2","2.9","9.1","2.0","14.8","3.2","19.1","3.2","11.8","3.9","6.4","1.9","1.7","1.1","2.8","1.4","41806","4134","56928","10523","(X)","(X)","(X)","(X)","34.7","(X)",
"310M700US33910","Monticello, NY Micro Area","34452","1979","5.1","2.1","3.2","1.8","5.5","2.0","10.3","2.7","10.3","2.6","20.7","4.0","11.1","3.1","17.9","3.5","7.3","2.0","8.5","2.0","66352","3838","95151","7744","43.7","(X)","(X)","(X)","(X)","(X)","22188","1896","4.1","2.4","1.2","1.4","5.7","2.6","7.1","3.3","7.9","3.1","19.9","5.0","13.2","4.3","22.0","4.8","8.5","2.3","10.4","3.1","79819","8105","108537","11742","(X)","(X)","44.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","113750","13484","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12264","1603","7.8","3.4","8.5","4.7","9.0","3.4","16.0","5.2","13.2","4.4","22.0","6.4","8.2","4.7","7.7","3.8","3.3","2.3","4.4","2.6","44788","8657","63276","9207","(X)","(X)","(X)","(X)","39.0","(X)",
"310M700US33980","Morehead City, NC Micro Area","32777","1876","4.7","1.9","3.7","1.6","4.8","1.6","8.3","2.5","10.4","3.1","17.2","3.0","13.1","2.4","17.5","3.3","6.4","1.9","14.0","2.6","76748","7654","115150","11050","40.5","(X)","(X)","(X)","(X)","(X)","20239","1830","3.0","1.7","0.8","0.7","2.2","1.8","4.1","2.1","9.8","3.8","16.1","3.8","14.6","3.3","21.7","4.1","8.0","2.5","19.5","3.7","98137","10303","143216","17102","(X)","(X)","43.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","111633","6512","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12538","1940","7.4","4.3","8.8","4.3","8.9","3.7","15.5","5.1","12.9","5.7","18.6","5.4","9.1","3.5","10.2","6.1","3.6","2.8","5.0","3.1","42416","11224","67945","12174","(X)","(X)","(X)","(X)","34.4","(X)",
"310M700US34060","Morgantown, WV Metro Area","58174","1392","8.1","1.9","3.7","1.4","8.4","1.9","8.9","2.0","9.4","2.1","16.0","2.3","12.6","2.3","15.1","2.4","7.0","1.5","10.9","2.0","67242","4893","95846","6154","32.5","(X)","(X)","(X)","(X)","(X)","33538","1732","3.0","1.8","1.4","1.0","4.2","1.9","5.0","1.5","7.9","2.1","15.5","2.9","13.8","3.0","21.3","3.7","11.1","2.5","16.9","3.4","97679","7783","128921","10241","(X)","(X)","29.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","112752","8845","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24636","1897","15.8","4.4","7.1","2.9","14.3","4.0","14.1","4.3","12.2","3.6","17.6","4.4","9.2","3.1","6.3","2.4","1.8","1.5","1.6","1.1","34114","3992","47164","4929","(X)","(X)","(X)","(X)","36.3","(X)",
"310M700US34100","Morristown, TN Metro Area","50463","1332","4.6","2.2","6.1","2.6","7.5","2.3","10.3","2.8","11.2","2.7","19.7","3.3","15.8","3.9","15.5","3.1","5.0","2.1","4.3","1.9","62456","5471","77371","6731","34.2","(X)","(X)","(X)","(X)","(X)","33168","2199","2.8","2.0","2.3","1.8","4.6","2.8","7.1","2.7","11.1","3.4","21.1","4.1","17.6","4.9","21.1","4.3","6.2","2.6","6.0","2.8","75973","8108","91507","8945","(X)","(X)","34.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88383","8622","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17295","2097","8.6","4.6","13.4","6.0","13.2","4.3","17.8","5.6","12.0","4.1","17.0","5.7","11.2","5.1","3.0","2.3","3.1","2.8","0.6","0.7","33814","4914","47691","7505","(X)","(X)","(X)","(X)","32.8","(X)",
"310M700US34180","Moses Lake, WA Micro Area","36101","1207","3.1","1.6","5.4","2.2","4.9","1.9","6.6","2.8","10.4","3.4","20.9","4.1","15.7","3.9","17.4","3.4","8.3","3.3","7.3","2.4","73085","7365","89936","7149","37.9","(X)","(X)","(X)","(X)","(X)","27403","1750","4.2","3.4","4.4","2.3","3.2","2.1","5.7","3.3","9.0","3.8","24.5","5.6","15.4","4.9","18.3","3.8","8.0","3.4","7.5","2.6","73965","6447","91913","7683","(X)","(X)","36.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91570","4212","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8698","1715","7.1","4.9","8.6","6.0","14.8","6.4","11.3","6.1","11.7","5.9","16.1","8.0","14.5","8.7","8.5","5.1","3.4","2.9","4.0","3.9","44097","13212","64030","13241","(X)","(X)","(X)","(X)","35.4","(X)",
"310M700US34340","Mount Airy, NC Micro Area","30063","1257","8.3","2.6","3.8","1.8","9.1","3.0","13.4","3.2","12.3","3.1","19.3","3.3","10.5","2.4","11.2","2.6","7.2","2.5","4.8","1.6","53456","3600","71764","5132","42.9","(X)","(X)","(X)","(X)","(X)","20494","1659","6.9","3.4","1.8","1.7","3.1","2.6","12.0","4.1","10.9","3.4","20.4","4.3","13.0","3.2","15.4","3.8","9.8","3.1","6.7","2.4","68958","8606","86153","7026","(X)","(X)","45.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85842","5284","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9569","1196","15.8","5.1","8.8","4.4","17.8","8.1","15.8","5.9","15.6","7.1","17.5","7.4","4.3","3.2","3.6","2.4","0.0","2.2","0.9","1.1","30315","5821","38313","5708","(X)","(X)","(X)","(X)","34.3","(X)",
"310M700US34380","Mount Pleasant, MI Micro Area","24298","1114","6.7","2.5","6.5","2.8","5.8","1.7","12.0","3.0","12.8","3.1","22.9","4.1","10.5","2.4","14.6","3.1","4.3","1.4","3.9","1.2","55426","3410","72914","5564","31.7","(X)","(X)","(X)","(X)","(X)","11802","985","1.9","1.3","5.2","3.0","3.6","2.4","8.2","3.2","11.8","3.4","19.3","4.1","13.5","3.7","22.5","4.5","7.8","2.6","6.1","2.3","74893","9362","93569","9092","(X)","(X)","35.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95359","9738","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12496","1107","11.3","4.8","8.4","5.5","9.2","3.2","16.7","5.3","15.1","4.5","23.1","6.6","7.1","3.0","6.4","3.5","1.2","1.2","1.4","1.2","38311","7898","51187","6332","(X)","(X)","(X)","(X)","27.8","(X)",
"310M700US34580","Mount Vernon-Anacortes, WA Metro Area","53859","1033","4.4","1.5","2.6","1.1","3.9","1.3","5.8","1.7","8.8","2.1","16.4","2.2","12.9","2.1","18.8","2.6","13.1","2.3","13.4","1.8","91204","6555","115285","5445","33.3","(X)","(X)","(X)","(X)","(X)","34785","1818","2.3","1.7","1.0","0.8","2.1","1.2","4.1","2.1","6.2","2.2","13.8","2.7","14.5","2.7","22.5","3.1","16.3","3.0","17.2","2.7","114014","10167","136865","7863","(X)","(X)","31.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","131253","11142","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19074","1876","8.6","3.3","6.5","3.2","7.8","3.1","9.7","3.6","14.2","3.9","20.0","4.8","9.5","2.9","13.1","4.3","6.8","3.2","3.8","2.0","51990","5323","69801","6537","(X)","(X)","(X)","(X)","33.8","(X)",
"310M700US34620","Muncie, IN Metro Area","45867","1695","8.1","2.3","5.3","2.2","10.5","2.7","9.8","2.4","12.2","2.4","20.1","3.0","11.2","2.2","13.7","2.6","5.8","2.2","3.2","1.3","54232","3640","72825","7300","35.1","(X)","(X)","(X)","(X)","(X)","24226","1874","7.0","2.8","2.9","1.6","2.8","1.5","7.1","2.7","8.1","2.6","21.8","4.3","14.6","3.9","22.1","4.4","8.6","2.9","5.0","2.4","75456","6280","95209","13316","(X)","(X)","31.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87613","9829","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21641","1891","9.7","3.8","8.5","4.3","18.6","5.3","13.5","4.2","17.3","4.8","19.1","4.5","5.9","2.2","4.9","2.3","1.6","1.2","0.9","0.8","34834","3279","44486","4839","(X)","(X)","(X)","(X)","38.4","(X)",
"310M700US34680","Murrells Inlet, SC Micro Area","27760","1462","5.9","2.5","4.5","2.3","10.2","3.3","6.5","2.5","14.1","3.7","15.3","3.9","13.0","3.9","12.4","3.0","6.8","2.1","11.3","2.9","64921","8344","100420","12607","41.1","(X)","(X)","(X)","(X)","(X)","18825","1778","5.2","3.0","2.9","2.3","7.5","3.6","5.6","3.4","12.2","4.2","13.7","4.4","13.2","4.5","15.0","3.9","8.9","3.0","15.8","4.1","81211","11596","121585","18152","(X)","(X)","47.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98549","14196","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8935","1422","8.6","5.1","7.9","5.3","17.4","7.0","10.3","5.0","18.2","6.7","17.1","6.3","9.5","5.9","7.0","3.6","2.4","2.3","1.7","1.9","38239","5259","51379","6867","(X)","(X)","(X)","(X)","25.7","(X)",
"310M700US34740","Muskegon-Norton Shores, MI Metro Area","70148","1274","6.7","2.0","4.6","1.5","7.8","1.5","8.9","2.0","11.9","2.0","18.0","2.1","15.0","2.4","16.3","1.9","7.1","1.7","3.8","1.0","60829","3435","78906","3807","35.4","(X)","(X)","(X)","(X)","(X)","48001","2343","4.3","1.8","3.6","2.2","5.9","2.0","7.8","2.4","9.9","2.2","19.4","2.7","15.6","2.6","19.3","2.4","9.8","2.7","4.4","1.4","73524","7126","88901","5865","(X)","(X)","37.1","(X)","(X)","(X)","32120","2000","1.3","0.8","1.1","1.0","1.9","1.0","4.3","2.1","7.0","2.1","20.5","3.1","17.6","3.3","25.8","3.4","14.6","3.8","5.7","1.9","92202","4620","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22147","2325","13.0","4.0","8.9","3.1","14.5","3.7","12.8","3.4","12.8","3.5","15.3","3.5","12.2","3.2","7.8","2.9","1.4","0.8","1.4","0.9","35872","5158","50864","5262","(X)","(X)","(X)","(X)","30.2","(X)",
"310M700US34780","Muskogee, OK Micro Area","25487","626","8.8","2.5","7.5","2.5","9.8","2.5","8.5","2.4","10.7","2.4","18.6","3.3","11.7","2.6","16.8","3.3","5.1","2.0","2.6","1.3","55593","4148","70321","6255","38.9","(X)","(X)","(X)","(X)","(X)","16861","1066","4.4","1.9","2.9","1.7","7.0","2.6","8.6","2.7","10.6","3.2","18.7","4.0","14.5","3.7","22.3","4.7","7.1","3.0","3.9","1.9","70242","8708","86955","8498","(X)","(X)","41.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82374","4184","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8626","972","18.3","6.8","17.8","6.5","16.1","4.8","9.8","4.2","10.9","4.6","15.9","5.8","5.9","3.0","5.2","3.7","0.2","0.4","0.0","1.4","23452","5902","34123","5438","(X)","(X)","(X)","(X)","32.1","(X)",
"310M700US34820","Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area","176383","4407","5.7","1.0","3.0","0.9","6.7","1.1","7.7","1.4","12.6","1.4","18.7","1.7","13.4","1.6","18.6","1.8","7.0","1.2","6.6","1.1","68534","3752","88532","3363","38.5","(X)","(X)","(X)","(X)","(X)","117321","4417","4.1","1.2","1.7","0.7","4.4","1.3","5.8","1.6","10.9","1.7","18.5","1.8","14.3","2.2","22.4","2.3","9.4","1.4","8.6","1.7","81592","3649","102558","4950","(X)","(X)","39.1","(X)","(X)","(X)","91967","3524","2.0","0.9","1.6","0.8","3.0","1.1","4.4","1.6","9.3","1.7","18.1","2.1","15.2","2.5","25.1","2.6","11.0","1.9","10.3","2.0","91439","5343","N","N","(X)","(X)","(X)","(X)","(X)","(X)","59062","3854","11.7","2.6","5.7","2.0","12.1","2.1","11.4","2.7","16.2","3.3","19.2","3.4","11.9","2.4","8.7","2.7","1.5","0.8","1.6","0.8","42834","3454","55008","4357","(X)","(X)","(X)","(X)","34.5","(X)",
